TERM,SUBJECT,NBR,COURSE NAME,SECTION,PROF,TOTAL,A+,A,A-,B+,B,B-,C+,C,P,C-,D,NC,F,W,INC/NA,AVG GPA,,
Spring 2021,ARTS,186,Ceramics I,3,"EBNER, R",22,4,5,1,3,2,1,0,0,0,0,0,0,0,1,5,3.64375,,
Spring 2021,ARTS,187,Graphic Novel I,2,"THURBER, M",24,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
Spring 2021,ARTS,187,Graphic Novel I,1,"PRICE, A",14,0,11,1,1,0,0,0,0,0,0,0,0,0,1,0,3.923076923,,
Spring 2021,ARTS,188,VT: Illustration I,2,"LEE, H",24,9,13,2,0,0,0,0,0,0,0,0,0,0,0,0,3.975,,
Spring 2021,ARTS,188,VT: Illustration I,3,"SMITH, R",23,0,18,1,2,0,0,1,0,0,0,0,0,0,1,0,3.845454545,,
Spring 2021,ARTS,188,VT: Illustration I,4,"SMITH, R",21,0,16,0,3,1,0,0,0,0,0,0,0,0,1,0,3.845,,
Spring 2021,ARTS,188,VT: Illustration I,5,"MORK, R",24,11,2,1,2,1,0,0,0,0,1,1,0,3,2,0,3.578947368,,
Spring 2021,ARTS,190,Design Foundations,5,"ZENDER, D",25,9,7,0,0,1,1,0,0,0,0,0,0,0,6,1,3.872222222,,
Spring 2021,ARTS,190,Design Foundations,2,"RUIZ LOPEZ, C",24,10,6,2,3,1,0,0,0,0,0,0,0,2,0,0,3.831818182,,
Spring 2021,ARTS,190,Design Foundations,4,"TRAVIESO, C",25,2,10,9,2,0,0,0,0,0,0,0,0,0,2,0,3.82173913,,
Spring 2021,ARTS,190,Design Foundations,1,"LEE, J",25,0,17,2,1,1,0,0,1,0,0,0,0,0,3,0,3.804545455,,
Spring 2021,ARTS,191,Basic Software for Design,5,"GRUENDLER, B",25,10,8,2,3,1,0,0,0,0,0,0,0,0,1,0,3.845833333,,
Spring 2021,ARTS,191,Basic Software for Design,7,"WEINSTEIN, K",25,2,9,6,2,0,0,0,1,0,0,0,0,0,5,0,3.74,,
Spring 2021,ARTS,191,Basic Software for Design,6,"WEINSTEIN, K",25,5,7,8,1,0,1,0,1,0,0,0,0,0,2,0,3.72173913,,
Spring 2021,ARTS,191,Basic Software for Design,4,"RHO, Y",25,0,3,8,7,4,0,1,0,0,0,0,0,0,2,0,3.434782609,,
Spring 2021,ARTS,191,Basic Software for Design,3,"RHO, Y",25,0,2,4,9,4,2,1,0,0,0,0,0,0,3,0,3.281818182,,
Spring 2021,ARTS,192,Storyboarding & Storytelling,1,"LEE, J",22,0,19,0,0,1,0,0,0,0,0,0,0,0,1,1,3.95,,
Spring 2021,ARTS,193,VT: Intro to Digital Animation,3,"COWAN, E",24,0,20,0,2,1,0,0,0,0,0,0,0,1,0,0,3.895652174,,
Spring 2021,ARTS,193,VT: Intro to Digital Animation,2,"COWAN, E",22,0,16,0,5,0,0,0,0,0,0,0,0,0,1,0,3.833333333,,
Spring 2021,ARTS,193,VT: Intro to Digital Animation,1,"ZHAO, C",22,1,8,8,3,0,0,2,0,0,0,0,0,0,0,0,3.640909091,,
Spring 2021,ARTS,193,VT: Intro to Digital Animation,4,"GRELLA, D",24,0,7,5,4,4,1,1,1,0,0,0,0,0,0,1,3.42173913,,
Spring 2021,ARTS,195,Photoshop Basics,2,"PRICE, A",26,0,24,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,
Spring 2021,ARTS,195,Photoshop Basics,3,"WON, A",25,5,5,2,4,4,1,1,0,0,0,0,0,1,2,0,3.527272727,,
Spring 2021,ARTS,207,Intro to Video Editing I,1,"STEVENS, R",23,0,13,4,2,1,0,2,1,0,0,0,0,0,0,0,3.608695652,,
Spring 2021,ARTS,211,Intro to Adobe Illustrator,2,"ACKERMAN, J",23,1,12,8,0,1,0,0,0,0,0,0,0,0,1,0,3.845454545,,
Spring 2021,ARTS,211,Intro to Adobe Illustrator,1,"ACKERMAN, J",23,4,10,4,2,1,0,0,0,0,0,0,0,0,2,0,3.828571429,,
Spring 2021,ARTS,213,Vt: 3d Modeling,1,"VOLDMAN, B",21,7,8,4,0,0,0,0,0,0,0,0,0,0,2,0,3.936842105,,
Spring 2021,ARTS,214,Web Design I,4,"ROZANOVA, K",21,6,8,2,1,0,0,0,0,0,0,0,0,0,2,2,3.923529412,,
Spring 2021,ARTS,214,Web Design I,2,"PINNOCK, V",23,7,14,0,0,0,1,0,1,0,0,0,0,0,0,0,3.856521739,,
Spring 2021,ARTS,214,Web Design I,1,"MARZEC, A",23,0,4,3,6,5,2,1,0,0,0,0,0,0,2,0,3.314285714,,
Spring 2021,ARTS,215,Traditional Animation,2,"THURBER, M",23,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
Spring 2021,ARTS,240,Drawing ll,2,"COSBY, E",17,2,8,6,0,0,0,0,0,0,0,0,0,0,1,0,3.8875,,
Spring 2021,ARTS,240,Drawing ll,4,"SHOLETTE, G",11,2,2,4,1,0,0,1,0,0,0,0,0,0,0,1,3.64,,
Spring 2021,ARTS,240,Drawing ll,3,"PRIESTLY, D",10,1,2,3,1,0,1,0,0,0,0,0,0,0,2,0,3.6375,,
Spring 2021,ARTS,241,Design I,1,"VLADOVA, O",22,0,19,0,0,1,0,0,0,0,0,0,0,0,0,2,3.95,,
Spring 2021,ARTS,241,Design I,5,"RUIZ LOPEZ, C",23,8,7,4,2,0,0,1,0,0,0,0,0,0,1,0,3.804545455,,
Spring 2021,ARTS,241,Design I,2,"SALCER, A",22,0,10,7,2,1,1,0,0,0,0,1,0,0,0,0,3.6,,
Spring 2021,ARTS,241,Design I,3,"SANTIAGO, B",22,2,3,1,1,3,7,1,2,0,1,0,0,0,0,1,2.995238095,,
Spring 2021,ARTS,242,Typography I,3,"WU, E",24,6,9,2,1,4,0,0,0,0,0,0,0,0,1,1,3.759090909,,
Spring 2021,ARTS,242,Typography I,4,"SHAW, S",23,0,11,2,6,1,0,0,0,0,0,0,0,0,2,1,3.71,,
Spring 2021,ARTS,242,Typography I,2,"JOCKIN, T",24,6,6,1,3,2,1,1,1,0,0,1,0,1,1,0,3.436363636,,
Spring 2021,ARTS,242,Typography I,1,"BARRAGAN, D",24,2,6,2,2,8,1,0,2,0,0,0,0,1,0,0,3.334782609,,
Spring 2021,ARTS,244,Color I,1,"KAROL, D",22,4,5,5,3,0,1,0,0,0,0,0,0,0,4,0,3.727777778,,
Spring 2021,ARTS,244,Color I,2,"KAROL, D",22,4,4,5,3,0,1,0,0,0,0,0,0,0,5,0,3.711764706,,
Spring 2021,ARTS,245,Typography II,3,"WU, E",24,1,10,7,3,1,0,0,0,0,0,0,0,0,0,2,3.763636364,,
Spring 2021,ARTS,245,Typography II,2,"FORTUNATO, A",23,4,7,3,2,2,2,0,0,0,0,0,0,0,2,1,3.655,,
Spring 2021,ARTS,245,Typography II,1,"KORPIJAAKKO, T",22,2,5,0,4,4,1,0,0,0,4,0,0,2,0,0,3.135,,
Spring 2021,ARTS,246,Design II,2,"BALNOVA, N",21,0,5,4,8,0,0,0,0,0,0,0,0,0,3,1,3.6,,
Spring 2021,ARTS,246,Design II,3,"BALNOVA, N",20,0,3,5,4,2,0,1,1,0,0,0,0,0,3,1,3.375,,
Spring 2021,ARTS,249,Creative Coding,2,"WOO, D",20,12,2,2,1,0,1,0,0,0,0,0,0,0,0,2,3.855555556,,
Spring 2021,ARTS,249,Creative Coding,1,"WOO, D",20,5,3,4,2,2,0,1,1,0,0,0,0,0,1,1,3.538888889,,
Spring 2021,ARTS,253,Drawing III,2,"GOLDBERG, G",17,1,6,8,1,0,0,0,0,0,0,0,0,0,1,0,3.80625,,
Spring 2021,ARTS,259,Illustration II,2,"ZENDER, D",19,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0,3.968421053,,
Spring 2021,ARTS,259,Illustration II,1,"MORK, R",18,3,1,0,1,2,2,1,3,0,0,0,0,3,2,0,3,,
Spring 2021,ARTS,260,Painting II,1,"COSBY, E",17,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,3.947058824,,
Spring 2021,ARTS,263,App Design,1,"ROZANOVA, K",24,10,11,0,0,0,0,0,0,0,0,0,0,0,1,2,4,,
Spring 2021,ARTS,264,Painting III,1,"GOLDBERG, G",17,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,3.817647059,,
Spring 2021,ARTS,266,Children?s Book Illustration,1,"TOLSTIKOVA, D",22,0,16,1,0,1,0,0,0,0,0,0,0,2,1,1,3.927777778,,
Spring 2021,ARTS,269,Information Design,1,"WOO, D",24,7,5,5,3,0,1,0,0,0,0,0,0,0,3,0,3.766666667,,
Spring 2021,ARTS,279,VT: Animation and 3-D Modeling,1,"VOLDMAN, B",22,8,10,1,0,0,0,0,0,0,0,0,0,1,2,0,3.984210526,,
Spring 2021,ARTS,282,VT: Ceramics II,1,"HO, S",10,1,6,1,1,0,0,0,1,0,0,0,0,0,0,0,3.7,,
Spring 2021,ARTS,289,Publication Design,2,"KORPIJAAKKO, T",22,4,12,2,2,1,0,0,1,0,0,0,0,0,0,0,3.772727273,,
Spring 2021,ARTS,290,Motion Graphics,1,"JAFRI JR, S",22,0,3,11,1,3,0,3,0,0,0,0,0,0,1,0,3.423809524,,
Spring 2021,ARTS,290,Motion Graphics,2,"SALCER, A",21,3,4,1,3,1,4,1,1,0,0,0,0,3,0,0,3.316666667,,
Spring 2021,ARTS,296,Advertising Design,1,"VLADOVA, O",23,0,19,2,0,1,0,0,0,0,0,0,0,0,0,1,3.927272727,,
Spring 2021,ARTS,296,Advertising Design,2,"WILLIAMS, C",22,0,6,7,4,1,1,1,0,0,0,1,0,1,0,0,3.433333333,,
Spring 2021,ARTS,314,Web Design II,1,"MASTERS, B",19,1,5,1,1,4,1,0,0,0,0,1,0,0,5,0,3.335714286,,
Spring 2021,ARTS,333,Intro Social Engaged Art Pract,2,"GRULLON, A",25,0,15,5,2,1,0,0,0,0,0,0,0,0,2,0,3.830434783,,
Spring 2021,ARTS,345,Design III,2,"FORTUNATO, A",20,0,8,3,2,3,0,1,0,0,0,0,0,0,3,0,3.588235294,,
Spring 2021,ARTS,345,Design III,3,"JOCKIN, T",19,10,1,0,3,0,1,1,0,0,1,0,0,1,1,0,3.564705882,,
Spring 2021,ARTS,350,VT: Comparative Analysis,1,"PRIESTLY, D",19,0,12,3,2,1,0,0,0,0,0,0,0,0,1,0,3.816666667,,
Spring 2021,ARTS,370,VT: Special Topics in Design,2,"GRELLA, D",20,6,5,2,2,1,0,0,1,0,0,0,0,0,2,1,3.705882353,,
Spring 2021,ARTS,387,VT: Technical Workshops,1,"GONZALEZ, A",10,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
Spring 2021,ARTS,390,Vt: Studies In Contemp Art,1,"KAUPER, K",11,2,7,0,0,0,1,0,0,0,0,0,0,0,1,0,3.87,,
Spring 2021,ARTS,391,VT: Senior Project,1,"PRIESTLY, D",30,0,12,8,1,3,2,1,1,0,0,0,0,0,2,0,3.557142857,,
Spring 2021,ARTS,392,Senior Project II,1,"PRIESTLY, D",11,0,2,8,0,0,0,0,1,0,0,0,0,0,0,0,3.6,,
Spring 2021,ARTS,395,Senior Capstone,3,"LEE, H",23,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ARTS,395,Senior Capstone,1,"CALDWELL, K",25,11,7,5,2,0,0,0,0,0,0,0,0,0,0,0,3.884,,
Spring 2021,ARTS,395,Senior Capstone,2,"SANTIAGO, B",25,3,1,3,2,6,4,1,5,0,0,0,0,0,0,0,2.992,,
Spring 2021,ASTR,1,General Astronomy,2,"SCHWARZ, S",181,0,72,32,24,13,10,4,8,0,2,3,0,3,10,0,3.471428571,,
Spring 2021,ASTR,1,General Astronomy,5,"CIVILETTI, M",108,6,5,7,8,13,9,8,5,4,2,4,1,20,16,0,2.873529412,,
Spring 2021,ASTR,1,General Astronomy,1,"CIVILETTI, M",180,33,11,5,12,28,15,9,12,3,8,14,4,15,11,0,2.853642384,,
Spring 2021,ASTR,2,General Astronomy with Lab,1,"GLASS, P",30,0,14,8,1,2,0,1,1,0,0,0,0,1,2,0,3.674074074,,
Spring 2021,ASTR,2,General Astronomy with Lab,1,"SCHWARZ, S",30,0,14,8,1,2,0,1,1,0,0,0,0,1,2,0,3.674074074,,
Spring 2021,ASTR,2,General Astronomy with Lab,1,"YELNYKOV, O",30,0,14,8,1,2,0,1,1,0,0,0,0,1,2,0,3.674074074,,
Spring 2021,ASTR,2,General Astronomy with Lab,2,"SCHWARZ, S",30,0,15,3,3,4,2,1,0,0,0,0,0,0,2,0,3.596428571,,
Spring 2021,ASTR,2,General Astronomy with Lab,2,"YELNYKOV, O",30,0,15,3,3,4,2,1,0,0,0,0,0,0,2,0,3.596428571,,
Spring 2021,BALA,100,Intro Seminar,1,"LEVENTHAL, S",36,4,10,7,2,8,3,2,0,0,0,0,0,0,0,0,3.477777778,,
Spring 2021,BALA,100,Intro Seminar,3,"LEVENTHAL, D",25,2,5,6,2,3,4,1,1,0,0,0,0,0,1,0,3.370833333,,
Spring 2021,BALA,100,Intro Seminar,2,"LEVENTHAL, D",30,1,5,5,4,5,7,0,0,0,0,0,0,0,3,0,3.318518519,,
Spring 2021,BALA,165,Oral Comm In Workplace,3,"NAZERIAN, A",26,0,19,2,4,0,0,0,0,0,0,0,0,0,1,0,3.864,,
Spring 2021,BALA,165,Oral Comm In Workplace,1,"DRYER, T",18,2,7,3,1,2,2,0,0,0,0,1,0,0,0,0,3.488888889,,
Spring 2021,BALA,165,Oral Comm In Workplace,2,"DRYER, T",10,0,1,2,4,2,1,0,0,0,0,0,0,0,0,0,3.33,,
Spring 2021,BALA,200,Intro to Entrepreneurship,2,"KELLY, C",29,0,5,10,10,2,1,0,0,0,0,0,0,0,1,0,3.525,,
Spring 2021,BALA,200,Intro to Entrepreneurship,1,"LEVENTHAL, S",28,0,9,5,2,6,2,0,4,0,0,0,0,0,0,0,3.303571429,,
Spring 2021,BALA,302,Law and Ethics of Business,2,"ROSEN, T",29,2,10,12,3,2,0,0,0,0,0,0,0,0,0,0,3.734482759,,
Spring 2021,BALA,303,Analyt Prob Solv Bus,1,"LEVENTHAL, S",29,0,12,12,4,1,0,0,0,0,0,0,0,0,0,0,3.744827586,,
Spring 2021,BALA,303,Analyt Prob Solv Bus,2,"LEVENTHAL, S",26,2,10,4,3,4,3,0,0,0,0,0,0,0,0,0,3.569230769,,
Spring 2021,BALA,3983,VT Special Topics in Business,1,"CARVAJAL, J",35,11,11,4,0,1,0,2,4,0,0,0,0,0,0,2,3.587878788,,
Spring 2021,BALA,103W,Critical Thinking in Business,1,"ROSEN, T",25,3,15,7,0,0,0,0,0,0,0,0,0,0,0,0,3.916,,
Spring 2021,BALA,103W,Critical Thinking in Business,2,"LEVENTHAL, D",25,0,5,5,4,3,5,0,2,0,0,0,0,0,1,0,3.258333333,,
Spring 2021,BALA,201W,Writing for Business,1,"KUHN, S",25,1,11,7,4,0,1,0,0,0,0,0,0,0,1,0,3.741666667,,
Spring 2021,BALA,201W,Writing for Business,2,"KUHN, S",26,1,8,4,9,2,1,0,0,0,0,0,0,0,1,0,3.568,,
Spring 2021,BIOL,11,Intro to College Biology,1C,"EMMETT, J",30,8,21,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,
Spring 2021,BIOL,11,Intro to College Biology,1C,"MUEHLBAUER, E",30,8,21,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,
Spring 2021,BIOL,11,Intro to College Biology,1A,"MUEHLBAUER, E",30,13,9,3,0,0,0,0,0,0,0,0,0,0,4,1,3.964,,
Spring 2021,BIOL,11,Intro to College Biology,1A,"REICH, S",30,13,9,3,0,0,0,0,0,0,0,0,0,0,4,1,3.964,,
Spring 2021,BIOL,11,Intro to College Biology,1G,"GALARRAGA, C",30,11,13,4,0,0,0,0,0,0,0,0,0,0,0,2,3.957142857,,
Spring 2021,BIOL,11,Intro to College Biology,1G,"MUEHLBAUER, E",30,11,13,4,0,0,0,0,0,0,0,0,0,0,0,2,3.957142857,,
Spring 2021,BIOL,11,Intro to College Biology,1F,"LARIAN, L",30,4,23,2,1,0,0,0,0,0,0,0,0,0,0,0,3.956666667,,
Spring 2021,BIOL,11,Intro to College Biology,1F,"MUEHLBAUER, E",30,4,23,2,1,0,0,0,0,0,0,0,0,0,0,0,3.956666667,,
Spring 2021,BIOL,11,Intro to College Biology,1E,"LARIAN, L",30,5,18,5,0,0,0,0,0,1,0,0,0,0,1,0,3.946428571,,
Spring 2021,BIOL,11,Intro to College Biology,1E,"MUEHLBAUER, E",30,5,18,5,0,0,0,0,0,1,0,0,0,0,1,0,3.946428571,,
Spring 2021,BIOL,11,Intro to College Biology,1B,"KOSINSKI, K",30,10,12,5,0,0,0,0,0,0,0,0,0,0,3,0,3.944444444,,
Spring 2021,BIOL,11,Intro to College Biology,1B,"MUEHLBAUER, E",30,10,12,5,0,0,0,0,0,0,0,0,0,0,3,0,3.944444444,,
Spring 2021,BIOL,11,Intro to College Biology,1H,"GALARRAGA, C",29,11,11,6,0,0,0,0,0,0,0,0,0,0,1,0,3.935714286,,
Spring 2021,BIOL,11,Intro to College Biology,1H,"MUEHLBAUER, E",29,11,11,6,0,0,0,0,0,0,0,0,0,0,1,0,3.935714286,,
Spring 2021,BIOL,11,Intro to College Biology,1D,"EMMETT, J",30,9,13,7,0,0,0,0,0,0,0,0,0,0,0,1,3.927586207,,
Spring 2021,BIOL,11,Intro to College Biology,1D,"MUEHLBAUER, E",30,9,13,7,0,0,0,0,0,0,0,0,0,0,0,1,3.927586207,,
Spring 2021,BIOL,11,Intro to College Biology,1I,"CASTILLO, C",30,5,15,6,2,0,0,0,0,0,0,0,0,0,0,2,3.885714286,,
Spring 2021,BIOL,11,Intro to College Biology,1I,"MUEHLBAUER, E",30,5,15,6,2,0,0,0,0,0,0,0,0,0,0,2,3.885714286,,
Spring 2021,BIOL,11,Intro to College Biology,1J,"JAMES, E",29,2,13,11,1,0,0,0,0,0,0,0,0,0,2,0,3.851851852,,
Spring 2021,BIOL,11,Intro to College Biology,1J,"MUEHLBAUER, E",29,2,13,11,1,0,0,0,0,0,0,0,0,0,2,0,3.851851852,,
Spring 2021,BIOL,11,Intro to College Biology,1,"MUEHLBAUER, E",299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,,
Spring 2021,BIOL,13,Writing Sci - Life Sci Themes,1R,"MUEHLBAUER, E",30,12,12,2,0,0,0,0,0,0,0,0,0,0,2,2,3.976923077,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1,"CHEEMA, S",238,0,9,1,16,17,28,39,18,8,24,24,0,9,45,0,2.327272727,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1A,"CHEEMA, S",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1A,"MUELLER, N",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1B,"CHEEMA, S",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1B,"MUELLER, N",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1C,"CHEEMA, S",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1C,"DAS, K",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1D,"CHEEMA, S",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1D,"DAS, K",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1E,"CHEEMA, S",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1E,"SALINAS, J",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1F,"CHEEMA, S",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1F,"SALAMATBAD, M",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1H,"CHEEMA, S",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1H,"SALAMATBAD, M",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1I,"CHEEMA, S",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,40,Anatomy and Physiology I,1I,"SALINAS, J",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,41,Anatomy and Physiology II,1,"SHERIDAN, E",119,24,40,25,13,9,3,0,2,0,0,2,0,0,1,0,3.665254237,,
Spring 2021,BIOL,41,Anatomy and Physiology II,1A,"SHERIDAN, E",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,41,Anatomy and Physiology II,1B,"SHERIDAN, E",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,41,Anatomy and Physiology II,1B,"ZHU, E",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,41,Anatomy and Physiology II,1C,"HUSAIN, A",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,,
Spring 2021,BIOL,41,Anatomy and Physiology II,1C,"SHERIDAN, E",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,,
Spring 2021,BIOL,41,Anatomy and Physiology II,1D,"HUSAIN, A",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,41,Anatomy and Physiology II,1D,"SHERIDAN, E",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,
Spring 2021,BIOL,44,Food and Human Microbiology,1A,"MOHAMED, A",31,0,3,6,7,3,6,1,4,0,0,0,0,0,1,0,3.093333333,,
Spring 2021,BIOL,44,Food and Human Microbiology,1,"MOHAMED, A",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1K,"HOLTZMAN, N",28,0,1,4,1,5,2,3,5,0,3,0,0,0,4,0,2.6875,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1K,"MADHOW, S",28,0,1,4,1,5,2,3,5,0,3,0,0,0,4,0,2.6875,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1C,"HOLTZMAN, N",28,0,5,0,2,2,2,4,5,0,4,1,0,1,2,0,2.6,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1C,"TANVIR, A",28,0,5,0,2,2,2,4,5,0,4,1,0,1,2,0,2.6,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1F,"COLELLA, C",28,0,3,1,4,3,2,0,7,0,1,5,0,1,1,0,2.461538462,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1F,"HOLTZMAN, N",28,0,3,1,4,3,2,0,7,0,1,5,0,1,1,0,2.461538462,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1B,"HOLTZMAN, N",28,0,0,2,4,3,0,2,7,1,3,2,0,1,3,0,2.404347826,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1B,"YILMAZ, V",28,0,0,2,4,3,0,2,7,1,3,2,0,1,3,0,2.404347826,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1L,"EDMOND, A",27,0,1,3,1,3,2,3,4,0,4,3,0,1,2,0,2.395833333,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1L,"HOLTZMAN, N",27,0,1,3,1,3,2,3,4,0,4,3,0,1,2,0,2.395833333,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1E,"COLELLA, C",28,1,0,1,2,2,2,2,4,2,4,4,0,2,2,0,2.231818182,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1E,"HOLTZMAN, N",28,1,0,1,2,2,2,2,4,2,4,4,0,2,2,0,2.231818182,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1A,"EDMOND, A",28,0,0,2,3,1,1,4,7,0,2,5,0,2,1,0,2.184,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1A,"HOLTZMAN, N",28,0,0,2,3,1,1,4,7,0,2,5,0,2,1,0,2.184,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1H,"HOLTZMAN, N",28,0,1,1,2,2,1,1,4,0,4,6,1,2,3,0,2.004347826,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1H,"KIM, A",28,0,1,1,2,2,1,1,4,0,4,6,1,2,3,0,2.004347826,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1I,"HOLTZMAN, N",27,0,1,0,1,2,2,0,2,2,3,7,0,1,6,0,1.933333333,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1I,"KIM, A",27,0,1,0,1,2,2,0,2,2,3,7,0,1,6,0,1.933333333,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1D,"HOLTZMAN, N",27,0,0,0,1,1,3,3,9,0,4,6,0,0,0,0,1.92962963,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1D,"TANVIR, A",27,0,0,0,1,1,3,3,9,0,4,6,0,0,0,0,1.92962963,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1G,"HOLTZMAN, N",28,0,0,0,1,3,1,3,2,0,7,6,0,3,2,0,1.904347826,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1G,"KIM, A",28,0,0,0,1,3,1,3,2,0,7,6,0,3,2,0,1.904347826,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1,"GAROFALO, S",307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,,
Spring 2021,BIOL,105,Physiol & Cell Biol,1,"HOLTZMAN, N",307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,,
Spring 2021,BIOL,106,Life-Form&Ecosystems,1A,"ARNOTT, S",28,3,5,4,2,1,6,0,1,0,1,3,0,1,1,0,3.05,,
Spring 2021,BIOL,106,Life-Form&Ecosystems,1A,"PACCIONE, K",28,3,5,4,2,1,6,0,1,0,1,3,0,1,1,0,3.05,,
Spring 2021,BIOL,106,Life-Form&Ecosystems,1E,"ARNOTT, S",28,1,1,5,5,7,1,4,1,0,0,2,0,0,1,0,2.959259259,,
Spring 2021,BIOL,106,Life-Form&Ecosystems,1E,"BHATTACHARJEE, A",28,1,1,5,5,7,1,4,1,0,0,2,0,0,1,0,2.959259259,,
Spring 2021,BIOL,106,Life-Form&Ecosystems,1B,"ARNOTT, S",28,0,3,2,3,4,4,2,3,0,1,1,0,2,3,0,2.843478261,,
Spring 2021,BIOL,106,Life-Form&Ecosystems,1B,"PACCIONE, K",28,0,3,2,3,4,4,2,3,0,1,1,0,2,3,0,2.843478261,,
Spring 2021,BIOL,106,Life-Form&Ecosystems,1F,"ARNOTT, S",28,2,3,3,1,3,2,1,4,0,2,6,0,0,1,0,2.537037037,,
Spring 2021,BIOL,106,Life-Form&Ecosystems,1F,"BHATTACHARJEE, A",28,2,3,3,1,3,2,1,4,0,2,6,0,0,1,0,2.537037037,,
Spring 2021,BIOL,106,Life-Form&Ecosystems,1I,"ARNOTT, S",28,1,0,2,2,4,1,4,4,2,1,3,0,2,2,0,2.481818182,,
